temperature_c,humidity_pct,wind_speed_kmh,rainfall_mm,tree_age_years,soil_type,growth_stage,water_need_liters
25.2,82.5,4.0,1.8,29,Loam,Fruiting,10.5
23.9,56.2,0.3,1.2,14,Clay,Vegetative,0.0
27.7,65.3,4.7,0.7,6,Clay,Vegetative,0.0
30.0,21.8,7.6,7.2,11,Loam,Vegetative,0.0
20.9,42.8,25.6,0.9,4,Loam,Flowering,3.9
33.1,35.7,20.2,7.9,14,Sandy,Flowering,3.7
28.4,20.9,6.7,1.2,22,Loam,Fruiting,8.6
14.8,57.1,0.5,18.4,2,Clay,Vegetative,0.0
14.3,14.6,6.1,1.1,23,Sandy,Flowering,2.2
27.9,31.2,9.4,0.6,7,Loam,Vegetative,2.8
26.5,45.3,14.9,11.8,20,Clay,Vegetative,0.0
27.3,40.0,19.6,4.0,24,Loam,Fruiting,6.8
27.8,62.1,4.3,4.2,23,Loam,Vegetative,0.1
29.6,60.5,0.6,10.1,20,Loam,Vegetative,0.0
34.6,71.1,14.4,2.9,21,Sandy,Vegetative,5.9
20.2,68.5,1.5,0.9,6,Sandy,Fruiting,3.3
19.8,75.5,8.3,1.8,4,Sandy,Vegetative,3.2
20.3,55.0,2.3,0.5,12,Sandy,Fruiting,3.5
30.0,60.5,2.1,2.8,18,Sandy,Fruiting,4.2
36.7,64.2,19.2,1.7,18,Loam,Fruiting,9.6
25.0,57.5,6.6,0.4,23,Sandy,Vegetative,5.4
10.5,47.9,14.8,1.7,9,Clay,Fruiting,0.0
16.1,49.0,3.4,0.8,26,Sandy,Vegetative,5.3
22.2,40.3,5.2,4.6,14,Loam,Fruiting,6.0
24.1,62.6,6.2,1.8,8,Clay,Flowering,1.1
25.1,53.3,14.1,3.4,22,Sandy,Vegetative,5.7
28.3,43.1,4.9,2.8,4,Loam,Vegetative,0.0
25.8,43.1,6.3,0.7,12,Clay,Fruiting,7.1
35.3,33.2,6.1,6.4,23,Loam,Fruiting,3.0
23.3,72.6,7.2,0.5,23,Sandy,Flowering,7.3
22.0,56.4,0.8,1.0,8,Loam,Flowering,1.2
31.4,39.5,3.4,0.1,5,Loam,Fruiting,5.7
17.3,69.6,0.3,3.1,1,Loam,Fruiting,0.0
30.7,44.9,0.3,0.5,3,Sandy,Fruiting,4.1
28.7,29.7,26.1,4.2,24,Sandy,Vegetative,7.7
27.0,73.4,0.7,1.3,23,Clay,Flowering,3.2
39.1,45.3,8.1,1.2,15,Loam,Fruiting,13.9
23.6,47.6,3.4,0.2,17,Sandy,Vegetative,3.7
42.4,55.7,1.9,5.9,10,Loam,Vegetative,4.7
26.4,75.6,12.1,11.0,6,Clay,Vegetative,0.0
19.1,55.4,1.4,1.1,1,Sandy,Flowering,0.0
28.5,33.4,15.2,1.2,20,Sandy,Fruiting,8.1
20.5,64.8,3.5,2.7,2,Loam,Vegetative,3.1
22.7,46.3,0.5,2.1,4,Loam,Flowering,1.7
30.8,89.0,2.9,7.9,23,Loam,Vegetative,0.0
31.9,55.0,7.8,2.6,17,Clay,Fruiting,2.3
23.6,14.8,3.2,9.9,15,Sandy,Fruiting,0.0
34.9,61.4,1.4,6.0,7,Loam,Flowering,3.0
36.1,90.0,3.0,1.7,5,Loam,Fruiting,6.0
38.1,83.4,1.3,1.6,14,Loam,Vegetative,3.5
31.7,88.0,15.2,4.2,11,Loam,Fruiting,2.9
37.5,36.6,5.3,5.1,16,Loam,Fruiting,7.5
14.8,71.4,6.6,2.3,5,Loam,Vegetative,0.0
25.8,42.0,22.6,0.0,7,Loam,Fruiting,7.5
21.9,59.0,1.9,3.4,4,Sandy,Vegetative,0.7
28.8,32.1,1.4,5.2,13,Loam,Flowering,1.5
24.0,43.4,1.9,0.5,9,Loam,Vegetative,4.0
26.8,42.8,20.4,4.8,7,Loam,Fruiting,3.1
41.2,71.2,12.0,1.4,16,Sandy,Vegetative,8.3
26.8,69.4,25.7,1.1,15,Clay,Vegetative,0.6
30.9,60.0,0.8,2.4,7,Clay,Flowering,3.7
26.4,30.7,2.2,4.3,21,Clay,Fruiting,4.6
28.5,49.4,1.4,1.5,10,Clay,Vegetative,3.1
28.0,41.6,9.9,1.7,10,Sandy,Flowering,7.1
31.1,70.7,1.7,2.7,14,Loam,Flowering,3.6
36.2,76.2,18.5,9.6,5,Loam,Fruiting,1.8
39.5,74.0,3.2,1.0,13,Clay,Vegetative,4.4
30.2,41.4,16.2,0.6,17,Sandy,Flowering,6.1
32.1,10.0,3.2,2.7,4,Sandy,Fruiting,6.6
19.9,23.2,0.9,1.8,17,Loam,Vegetative,0.0
27.4,80.6,8.9,1.3,2,Sandy,Flowering,2.1
34.6,47.8,2.9,4.3,18,Loam,Fruiting,4.7
34.1,41.5,1.0,2.9,2,Sandy,Vegetative,0.0
29.5,84.6,2.7,0.6,6,Loam,Vegetative,3.2
34.2,77.8,3.2,11.3,11,Clay,Vegetative,0.0
31.4,55.4,41.9,4.6,18,Loam,Fruiting,8.1
36.4,49.7,7.9,0.4,21,Sandy,Fruiting,11.6
30.0,52.6,1.1,4.5,14,Sandy,Flowering,2.5
25.5,59.1,2.6,6.9,4,Sandy,Flowering,2.7
30.4,83.8,5.7,4.2,12,Sandy,Vegetative,2.2
7.5,62.6,2.2,2.2,23,Loam,Vegetative,1.3
30.7,68.1,3.1,0.9,3,Loam,Vegetative,4.6
5.0,76.0,1.5,7.0,21,Sandy,Vegetative,2.8
15.9,33.9,0.7,4.4,12,Sandy,Vegetative,1.2
31.2,68.6,16.6,6.3,1,Clay,Fruiting,0.0
31.3,49.7,2.9,1.6,21,Sandy,Vegetative,2.1
19.9,10.0,6.0,0.4,1,Loam,Vegetative,1.0
23.0,16.7,2.4,1.2,11,Loam,Vegetative,5.2
37.6,36.7,19.2,4.3,6,Sandy,Vegetative,4.4
24.6,64.6,5.1,2.1,17,Clay,Vegetative,0.0
43.7,57.0,0.8,1.7,2,Sandy,Vegetative,3.8
28.0,58.3,5.5,2.2,3,Loam,Vegetative,2.5
30.9,90.1,6.8,8.7,16,Loam,Flowering,0.0
39.3,32.2,0.7,2.0,29,Clay,Fruiting,9.4
28.9,54.5,12.4,5.2,2,Loam,Fruiting,1.3
21.0,60.5,5.2,0.4,14,Loam,Fruiting,3.4
27.2,41.7,1.3,1.7,24,Loam,Flowering,7.1
27.8,55.5,20.1,0.1,9,Loam,Fruiting,4.6
18.4,26.2,10.5,0.4,15,Loam,Flowering,4.1
26.2,80.4,7.4,0.8,25,Loam,Flowering,4.3
22.8,42.7,0.3,2.3,22,Loam,Flowering,1.4
34.5,91.6,24.3,8.7,9,Sandy,Vegetative,0.6
28.2,54.4,3.9,4.3,22,Sandy,Vegetative,4.7
26.0,73.5,3.2,0.0,20,Loam,Vegetative,6.4
27.3,54.0,0.4,0.6,15,Sandy,Fruiting,8.8
29.6,54.4,2.5,7.2,13,Loam,Vegetative,0.0
32.3,44.5,14.6,16.3,27,Sandy,Fruiting,0.0
21.0,57.1,14.3,3.9,26,Loam,Fruiting,3.0
20.7,60.7,0.7,5.4,29,Loam,Flowering,0.0
35.7,40.9,4.0,3.1,20,Loam,Vegetative,2.7
25.1,52.7,9.8,3.8,11,Loam,Flowering,6.1
18.1,44.0,5.2,5.3,4,Sandy,Vegetative,0.2
31.1,96.4,2.0,1.4,4,Sandy,Fruiting,5.0
31.2,53.4,7.6,0.9,28,Loam,Fruiting,9.5
17.3,82.8,5.2,1.2,11,Clay,Fruiting,2.4
29.6,51.5,5.6,6.0,4,Loam,Flowering,5.2
33.1,59.7,1.4,0.8,7,Loam,Fruiting,4.2
30.6,31.2,4.1,8.7,1,Loam,Fruiting,0.0
32.4,47.0,10.9,1.3,16,Loam,Vegetative,2.8
18.2,58.8,5.2,0.2,18,Loam,Vegetative,6.0
30.3,83.5,7.4,7.4,11,Loam,Vegetative,1.6
25.9,59.0,3.5,4.6,22,Sandy,Flowering,1.8
24.6,79.9,12.5,7.1,14,Sandy,Fruiting,0.0
34.1,66.5,0.9,2.0,28,Loam,Flowering,8.0
38.4,84.3,9.4,1.3,23,Loam,Flowering,7.6
40.6,53.9,1.5,5.1,3,Loam,Fruiting,4.2
37.2,98.0,2.3,2.5,8,Loam,Vegetative,2.4
27.2,46.3,17.2,1.4,22,Sandy,Vegetative,6.1
30.5,41.2,4.1,1.9,16,Loam,Fruiting,7.0
33.4,33.2,4.6,1.6,22,Sandy,Fruiting,8.4
28.8,97.0,8.2,0.0,10,Clay,Fruiting,4.8
28.9,69.8,9.3,1.2,2,Sandy,Vegetative,0.0
33.8,49.0,8.0,3.5,23,Loam,Fruiting,7.3
27.6,77.5,6.3,0.0,23,Loam,Fruiting,8.0
22.9,67.4,0.1,1.9,19,Sandy,Fruiting,6.8
25.1,90.4,1.3,2.2,12,Sandy,Vegetative,3.6
32.4,27.1,2.5,0.2,1,Sandy,Flowering,1.6
28.0,50.2,14.4,3.4,22,Loam,Fruiting,8.3
30.4,46.7,20.3,9.4,20,Loam,Fruiting,3.4
32.7,19.5,5.2,7.9,20,Loam,Flowering,4.4
25.4,74.1,3.7,0.6,5,Sandy,Flowering,6.8
33.3,50.1,25.7,0.3,22,Loam,Fruiting,9.9
30.7,68.3,5.6,4.1,22,Sandy,Flowering,5.1
19.4,97.5,9.9,10.4,25,Clay,Flowering,1.5
38.1,48.6,6.6,0.1,17,Loam,Vegetative,4.2
24.5,47.4,3.6,1.2,22,Clay,Vegetative,0.3
16.4,57.1,4.5,0.6,12,Clay,Fruiting,0.3
20.7,72.8,8.3,1.2,21,Loam,Vegetative,2.1
20.9,44.8,18.8,4.0,21,Loam,Vegetative,0.1
28.4,43.6,4.6,0.2,23,Loam,Fruiting,4.4
26.1,74.0,4.2,2.4,25,Clay,Fruiting,3.6
25.6,61.8,0.4,0.3,1,Loam,Vegetative,0.4
32.3,18.2,1.0,0.0,23,Loam,Vegetative,8.2
30.4,32.9,0.1,0.4,23,Clay,Fruiting,10.4
30.2,82.0,1.1,0.1,16,Clay,Flowering,5.6
30.9,62.2,11.9,3.5,16,Clay,Flowering,1.6
32.3,41.3,10.5,1.0,21,Sandy,Flowering,9.8
13.2,51.9,11.9,1.4,14,Sandy,Vegetative,1.8
25.4,55.2,0.2,1.1,13,Loam,Fruiting,4.5
12.7,68.2,8.7,0.9,24,Loam,Vegetative,0.0
28.3,30.6,2.5,6.5,23,Loam,Flowering,0.3
28.0,39.9,5.1,2.1,7,Sandy,Vegetative,2.8
35.3,59.9,17.2,2.1,25,Loam,Vegetative,6.4
36.3,53.2,6.5,2.4,10,Sandy,Vegetative,6.0
29.4,65.3,1.0,0.4,4,Loam,Fruiting,7.7
24.5,32.9,3.9,1.6,26,Clay,Vegetative,3.7
31.4,61.4,24.8,3.0,7,Loam,Vegetative,3.4
24.3,74.6,18.3,3.2,6,Loam,Vegetative,0.1
28.0,63.8,12.4,1.2,8,Sandy,Fruiting,4.7
34.9,57.5,1.1,0.3,15,Sandy,Flowering,7.1
24.1,53.3,1.3,1.6,5,Loam,Fruiting,1.5
33.6,40.0,0.8,6.5,5,Loam,Fruiting,0.0
32.7,53.7,1.1,3.2,12,Sandy,Flowering,3.3
21.3,77.7,0.1,1.2,7,Clay,Fruiting,5.6
34.8,52.9,14.7,13.4,6,Loam,Vegetative,0.7
32.9,39.0,9.5,2.8,27,Clay,Fruiting,4.9
28.7,46.1,12.4,11.9,18,Loam,Fruiting,0.8
22.7,58.6,5.3,1.9,1,Clay,Vegetative,0.0
22.0,48.3,0.0,0.6,3,Sandy,Flowering,3.1
24.2,63.7,4.9,1.0,24,Sandy,Vegetative,6.4
31.8,64.4,0.5,4.9,8,Clay,Flowering,0.5
21.3,71.0,15.4,2.5,5,Clay,Fruiting,0.0
31.1,80.6,0.3,0.5,20,Loam,Fruiting,5.6
19.3,72.9,3.0,6.5,25,Sandy,Vegetative,2.6
26.6,38.2,14.5,0.9,12,Loam,Fruiting,7.2
28.8,38.7,12.2,5.6,22,Loam,Fruiting,0.9
45.1,53.6,13.7,0.1,13,Clay,Vegetative,11.6
18.4,46.9,8.0,3.9,4,Loam,Flowering,0.0
38.3,34.5,1.8,0.1,24,Sandy,Fruiting,11.8
29.0,47.0,12.2,2.9,27,Loam,Fruiting,3.7
30.9,46.5,15.8,1.4,29,Loam,Fruiting,5.8
28.8,42.9,16.0,7.3,3,Loam,Vegetative,0.0
31.1,49.3,12.9,1.7,17,Loam,Vegetative,5.5
26.9,76.2,8.6,7.2,19,Clay,Vegetative,2.6
38.2,58.6,18.2,2.1,3,Sandy,Vegetative,2.1
24.8,98.0,12.7,0.2,28,Loam,Flowering,2.7
35.9,58.1,0.6,0.8,3,Loam,Fruiting,5.0
23.5,49.8,2.8,1.8,8,Loam,Flowering,3.9
27.6,55.1,3.4,8.6,29,Clay,Fruiting,0.5
20.5,59.6,15.9,0.8,17,Loam,Vegetative,3.5
31.2,62.8,6.6,6.0,20,Loam,Vegetative,0.0
38.1,92.4,0.4,3.4,15,Sandy,Fruiting,7.2
27.5,39.8,0.9,5.2,22,Loam,Fruiting,2.5
26.6,70.5,3.0,2.1,3,Sandy,Vegetative,3.0
20.2,58.7,2.0,0.8,20,Sandy,Fruiting,9.7
26.4,26.7,1.4,1.0,2,Loam,Flowering,1.9
16.9,68.9,2.5,2.3,6,Loam,Vegetative,0.2
21.6,77.8,8.6,4.9,15,Clay,Flowering,0.5
29.6,39.6,9.8,2.8,14,Loam,Fruiting,4.5
37.2,54.8,20.8,7.4,5,Clay,Vegetative,1.5
47.7,23.9,6.4,0.0,24,Loam,Fruiting,15.2
23.9,32.3,3.2,0.3,9,Loam,Flowering,3.8
38.0,73.9,4.3,2.0,26,Clay,Flowering,6.9
29.7,46.6,0.3,0.9,1,Loam,Fruiting,1.0
26.9,35.0,3.1,4.0,7,Clay,Flowering,0.0
31.0,59.1,1.7,1.6,9,Loam,Flowering,5.2
28.4,45.6,1.0,5.6,18,Sandy,Vegetative,1.6
28.8,46.5,3.8,4.2,12,Loam,Vegetative,3.2
25.1,68.3,1.1,7.6,5,Sandy,Vegetative,1.7
18.2,34.1,0.6,0.4,17,Sandy,Vegetative,3.2
17.2,38.7,7.5,1.5,28,Sandy,Flowering,2.8
32.6,57.8,11.5,0.5,4,Sandy,Vegetative,3.9
26.1,72.4,4.6,3.6,8,Loam,Vegetative,1.3
23.8,77.3,0.0,0.6,14,Clay,Flowering,4.2
28.1,43.0,3.6,2.1,22,Loam,Vegetative,3.6
33.6,71.9,0.4,3.9,4,Clay,Flowering,0.2
29.3,40.9,8.7,2.4,7,Loam,Fruiting,6.8
23.4,87.9,15.8,3.1,7,Sandy,Vegetative,0.0
36.6,34.6,6.7,0.2,18,Sandy,Vegetative,12.8
39.1,78.9,2.0,1.9,3,Clay,Flowering,3.4
31.5,43.2,20.6,1.2,20,Loam,Vegetative,3.0
34.8,91.2,8.5,1.2,13,Clay,Flowering,5.1
36.7,65.6,0.6,2.9,10,Loam,Fruiting,7.3
35.9,36.7,1.7,4.1,26,Loam,Flowering,4.2
32.3,45.6,10.1,1.0,24,Loam,Flowering,3.8
32.2,69.1,1.7,3.8,24,Clay,Fruiting,1.3
31.6,73.9,5.5,4.2,26,Sandy,Vegetative,3.7
20.3,53.7,3.7,0.4,7,Clay,Fruiting,0.0
32.9,55.8,2.7,9.3,25,Loam,Fruiting,0.0
18.5,68.7,1.0,4.9,6,Clay,Flowering,1.1
22.4,57.4,9.3,7.3,10,Loam,Vegetative,0.0
37.1,31.7,7.6,1.8,17,Loam,Vegetative,4.0
33.9,40.4,16.2,0.9,22,Loam,Fruiting,8.4
38.4,59.2,2.2,0.1,17,Clay,Vegetative,2.2
26.1,76.9,0.4,5.1,17,Sandy,Fruiting,3.8
19.9,84.1,18.3,10.8,11,Loam,Flowering,0.0
26.3,69.0,7.3,2.6,18,Loam,Flowering,2.3
28.7,60.2,0.0,1.8,14,Loam,Flowering,4.9
28.6,68.5,35.3,3.1,14,Loam,Vegetative,2.6
35.9,43.0,16.7,0.3,17,Loam,Flowering,7.4
25.5,52.2,3.4,0.7,18,Loam,Fruiting,1.8
30.5,40.2,7.2,2.4,10,Loam,Vegetative,3.8
21.1,32.5,2.5,2.0,4,Loam,Fruiting,2.1
31.2,61.0,2.2,8.2,9,Loam,Fruiting,0.0
28.0,58.3,4.3,2.2,12,Clay,Vegetative,0.0
22.8,67.4,2.7,1.2,5,Loam,Flowering,2.4
26.3,64.8,3.0,1.4,6,Sandy,Vegetative,3.7
26.7,59.4,0.6,2.8,28,Loam,Flowering,3.4
26.1,65.0,38.8,0.4,9,Sandy,Fruiting,12.0
40.4,54.2,7.9,1.1,22,Sandy,Fruiting,13.6
27.3,62.4,0.9,0.9,4,Loam,Fruiting,3.1
26.3,41.9,1.1,7.6,29,Loam,Vegetative,1.5
13.3,61.7,10.5,1.1,7,Loam,Flowering,1.8
21.7,67.0,45.0,0.9,12,Clay,Vegetative,3.2
26.2,42.9,5.4,0.5,23,Sandy,Fruiting,10.5
23.2,55.9,1.8,1.7,6,Sandy,Vegetative,0.3
37.7,43.8,36.2,0.1,16,Sandy,Vegetative,10.1
26.8,45.5,8.1,2.9,23,Sandy,Vegetative,5.7
37.0,34.8,2.3,3.2,1,Loam,Vegetative,0.6
28.4,77.8,6.1,0.3,1,Loam,Vegetative,0.0
28.3,74.2,5.7,0.1,23,Loam,Vegetative,0.9
27.4,64.7,9.9,1.2,8,Sandy,Fruiting,1.8
28.0,90.5,7.6,9.9,27,Loam,Fruiting,4.2
40.0,51.6,21.9,5.9,27,Sandy,Vegetative,5.5
11.8,98.0,13.1,4.0,26,Loam,Fruiting,0.0
14.0,50.9,3.5,5.0,29,Loam,Flowering,0.7
24.2,59.6,20.4,6.0,24,Sandy,Fruiting,1.6
28.1,47.8,2.6,1.1,12,Clay,Vegetative,2.2
32.8,61.7,4.2,1.8,29,Loam,Flowering,3.6
31.3,70.0,0.4,3.6,11,Loam,Vegetative,0.0
25.3,52.9,10.6,0.9,18,Loam,Vegetative,0.0
35.1,87.0,7.0,7.1,1,Loam,Flowering,0.0
35.2,59.3,10.8,2.8,28,Sandy,Fruiting,11.1
29.3,59.9,26.7,2.5,18,Sandy,Fruiting,6.5
34.7,38.6,4.0,1.3,28,Loam,Vegetative,6.1
29.9,62.5,11.3,0.3,11,Clay,Flowering,7.0
24.1,52.6,8.6,3.3,10,Loam,Fruiting,3.2
32.9,44.1,17.9,3.7,16,Loam,Vegetative,2.7
28.8,41.0,23.3,6.7,26,Loam,Vegetative,0.8
28.0,98.0,17.2,2.5,16,Loam,Vegetative,1.5
38.3,50.3,5.3,3.1,23,Sandy,Vegetative,7.8
10.8,28.8,1.8,3.6,7,Loam,Vegetative,3.8
18.1,42.4,0.9,2.6,23,Clay,Vegetative,3.4
19.7,54.1,2.6,1.3,22,Clay,Flowering,0.0
25.5,64.8,4.1,2.4,26,Clay,Fruiting,2.5
26.2,65.0,21.9,0.6,2,Sandy,Fruiting,3.0
17.4,67.2,3.7,0.6,12,Loam,Fruiting,4.5
21.1,43.4,0.2,8.5,3,Loam,Vegetative,0.0
22.0,61.1,3.4,0.6,12,Sandy,Fruiting,2.1
45.2,39.2,3.8,1.8,23,Sandy,Fruiting,16.2
40.6,43.8,2.3,1.8,19,Loam,Flowering,6.5
25.1,38.5,6.4,2.3,22,Loam,Vegetative,0.0
25.5,33.6,4.2,10.8,22,Loam,Flowering,0.0
20.0,74.2,0.6,0.9,29,Sandy,Flowering,4.8
14.6,67.4,5.2,0.1,26,Loam,Fruiting,2.0
27.2,72.6,11.8,1.3,18,Sandy,Fruiting,7.6
21.0,55.7,8.7,1.3,26,Sandy,Fruiting,3.6
27.4,69.0,0.6,0.4,2,Loam,Fruiting,0.0
16.8,23.3,20.6,0.1,21,Loam,Flowering,7.5
22.7,70.5,6.6,1.0,16,Clay,Fruiting,4.6
29.0,58.2,5.3,2.6,28,Loam,Fruiting,4.6
30.6,66.3,2.1,0.1,15,Sandy,Vegetative,4.5
30.9,61.8,14.3,1.5,6,Sandy,Flowering,8.4
18.8,37.2,9.8,1.7,21,Loam,Vegetative,3.2
34.0,28.0,0.3,6.3,28,Sandy,Vegetative,4.3
22.4,42.2,0.9,6.8,1,Sandy,Vegetative,0.0
32.4,65.2,0.4,4.3,2,Loam,Flowering,0.1
27.9,67.4,6.3,1.4,20,Sandy,Vegetative,5.0
18.4,30.4,45.0,0.8,17,Loam,Vegetative,2.8
25.8,37.3,20.6,1.2,16,Loam,Vegetative,4.0
30.6,42.0,7.1,1.7,3,Sandy,Fruiting,2.7
32.3,48.6,30.3,3.6,17,Loam,Fruiting,8.2
27.0,30.5,4.6,2.6,17,Loam,Fruiting,2.6
38.7,29.4,2.7,0.1,25,Loam,Flowering,10.2
35.1,40.2,5.5,2.4,12,Sandy,Vegetative,5.8
26.2,56.6,2.2,4.8,11,Loam,Fruiting,1.8
33.3,33.7,2.8,7.3,3,Sandy,Vegetative,0.9
41.5,52.9,6.0,0.2,17,Loam,Fruiting,10.1
41.7,74.1,8.0,15.9,19,Sandy,Fruiting,0.0
19.4,31.6,14.2,2.3,9,Clay,Flowering,3.0
21.5,51.3,4.5,0.2,22,Sandy,Vegetative,5.3
38.4,73.4,10.5,3.9,28,Clay,Vegetative,1.3
20.6,47.5,0.3,6.0,6,Clay,Flowering,0.0
18.7,44.7,2.0,1.1,17,Loam,Flowering,2.8
24.6,75.9,1.5,0.8,21,Loam,Fruiting,3.8
30.9,49.5,7.3,1.3,1,Loam,Flowering,3.6
27.3,74.9,1.1,2.9,6,Clay,Flowering,1.8
23.4,62.7,35.6,1.0,12,Loam,Vegetative,3.8
23.3,48.8,6.5,0.3,4,Loam,Flowering,1.1
23.0,63.6,15.4,1.4,11,Sandy,Vegetative,4.9
21.8,60.8,0.7,1.0,5,Clay,Fruiting,1.2
44.0,73.4,7.8,2.4,27,Sandy,Flowering,8.2
30.1,45.1,11.8,5.0,18,Sandy,Fruiting,7.5
34.2,55.7,7.2,1.6,10,Sandy,Flowering,7.9
24.6,53.9,6.1,6.9,23,Loam,Vegetative,0.0
26.7,67.7,10.4,3.2,1,Clay,Fruiting,0.0
23.0,36.5,24.6,1.9,18,Loam,Fruiting,6.0
9.4,73.3,7.5,3.6,20,Sandy,Fruiting,0.0
18.4,63.4,15.2,5.1,24,Loam,Flowering,0.5
15.3,31.3,3.6,3.1,7,Loam,Fruiting,0.0
12.3,76.7,4.5,0.3,18,Loam,Vegetative,0.0
19.6,95.2,7.6,0.1,23,Sandy,Flowering,2.5
37.3,73.0,1.4,4.8,24,Loam,Fruiting,5.5
27.7,80.7,1.4,0.3,6,Loam,Vegetative,0.0
37.0,56.5,45.0,2.3,29,Clay,Fruiting,7.7
30.9,25.1,18.4,0.3,8,Loam,Vegetative,1.4
33.5,21.8,22.8,7.3,12,Sandy,Vegetative,1.9
21.7,59.6,15.9,1.2,6,Loam,Vegetative,6.0
31.7,44.3,13.1,3.0,5,Sandy,Fruiting,4.9
33.1,38.5,19.5,0.9,8,Clay,Fruiting,6.6
24.0,53.9,8.3,2.2,4,Loam,Vegetative,2.5
31.9,66.1,3.2,0.1,22,Sandy,Vegetative,6.0
32.0,28.9,16.7,0.9,18,Loam,Vegetative,5.2
24.2,46.9,8.7,4.1,12,Sandy,Vegetative,3.4
20.1,82.2,2.1,1.4,16,Sandy,Fruiting,5.1
19.7,35.6,27.6,1.9,18,Loam,Vegetative,3.3
28.6,70.7,11.2,4.0,6,Loam,Vegetative,0.2
30.3,46.3,2.6,0.9,9,Clay,Vegetative,2.5
22.5,64.8,5.9,0.2,26,Loam,Flowering,6.4
28.2,74.8,8.2,1.4,1,Sandy,Fruiting,0.0
32.0,68.3,5.0,3.1,28,Loam,Fruiting,7.8
32.3,71.4,14.3,2.5,28,Loam,Flowering,3.1
38.9,34.3,7.4,4.9,8,Sandy,Fruiting,10.4
36.9,75.0,3.9,8.8,10,Clay,Flowering,0.9
21.0,39.7,8.8,5.5,6,Clay,Fruiting,0.0
39.8,59.7,17.6,0.7,17,Sandy,Flowering,12.0
24.3,59.6,0.7,4.4,7,Loam,Vegetative,0.0
35.3,63.7,1.8,3.1,23,Loam,Fruiting,6.1
28.5,61.1,10.0,2.1,12,Sandy,Flowering,4.6
25.1,39.8,13.3,0.9,29,Loam,Fruiting,6.2
15.3,30.7,3.8,4.1,25,Sandy,Vegetative,1.9
26.8,70.7,2.1,1.4,12,Sandy,Flowering,6.0
17.1,58.3,38.7,0.0,18,Clay,Fruiting,2.6
34.8,75.7,3.4,3.6,1,Loam,Vegetative,0.0
38.6,54.2,1.3,1.0,2,Sandy,Vegetative,2.8
22.4,29.7,8.6,5.6,15,Loam,Vegetative,0.7
30.1,72.4,7.9,5.9,14,Clay,Flowering,0.0
22.9,48.3,1.2,0.4,12,Loam,Fruiting,8.3
23.6,61.2,7.7,4.9,3,Clay,Flowering,1.6
33.4,43.3,0.4,1.3,25,Clay,Fruiting,5.0
27.7,84.6,7.9,1.0,12,Loam,Flowering,3.0
40.2,39.2,2.7,1.8,14,Loam,Vegetative,4.9
24.6,48.9,3.5,0.8,12,Loam,Vegetative,2.6
35.0,56.9,3.1,1.0,15,Loam,Vegetative,7.3
28.7,35.3,6.1,2.5,19,Loam,Fruiting,7.8
33.6,60.9,11.9,1.7,23,Sandy,Vegetative,5.7
24.9,84.0,7.0,6.0,16,Sandy,Vegetative,1.4
27.7,46.2,2.4,3.0,5,Loam,Fruiting,4.3
27.2,62.1,1.3,4.6,26,Loam,Flowering,2.0
22.1,10.0,12.5,1.3,9,Loam,Vegetative,3.8
32.6,54.3,4.3,4.1,1,Loam,Fruiting,1.2
32.6,49.4,7.3,4.2,2,Sandy,Flowering,1.1
32.2,40.3,3.9,5.8,23,Sandy,Fruiting,4.1
38.8,74.5,2.2,1.1,12,Loam,Fruiting,6.5
38.1,49.1,1.5,0.2,1,Loam,Vegetative,0.7
25.4,51.8,2.0,2.2,24,Loam,Vegetative,1.0
30.6,48.2,0.5,0.1,9,Sandy,Vegetative,2.3
23.6,20.5,17.7,7.6,29,Loam,Fruiting,2.8
28.2,34.6,1.4,0.2,26,Clay,Flowering,5.9
23.8,72.3,5.9,2.0,2,Sandy,Fruiting,0.0
39.3,17.0,3.3,4.9,21,Sandy,Flowering,7.2
30.5,41.2,12.2,1.2,18,Loam,Vegetative,4.2
26.5,47.8,10.3,4.3,5,Loam,Vegetative,0.4
36.4,86.4,0.0,3.3,10,Clay,Vegetative,0.0
12.8,68.8,2.4,0.4,15,Clay,Flowering,0.0
13.9,45.0,10.5,3.4,5,Loam,Flowering,1.0
33.6,78.5,5.5,1.6,21,Sandy,Fruiting,5.1
28.4,41.7,28.8,1.2,9,Loam,Vegetative,4.0
29.8,73.2,25.4,3.2,28,Clay,Fruiting,4.0
18.7,30.5,8.9,6.3,24,Loam,Vegetative,0.0
27.8,74.3,1.3,5.8,19,Clay,Fruiting,1.2
42.0,47.7,7.4,4.3,4,Loam,Vegetative,4.6
33.8,36.5,8.9,3.0,1,Sandy,Fruiting,0.0
29.2,51.1,12.8,3.2,5,Loam,Vegetative,2.9
24.9,60.0,18.0,3.5,15,Loam,Vegetative,0.0
25.2,46.1,0.7,2.1,23,Sandy,Flowering,7.6
13.1,65.0,29.7,3.2,5,Loam,Vegetative,0.0
29.8,44.5,1.3,0.4,21,Loam,Flowering,11.0
33.9,66.2,1.2,5.1,2,Sandy,Vegetative,0.0
17.0,63.0,2.2,0.8,8,Loam,Fruiting,5.5
23.4,53.9,13.0,1.5,18,Loam,Vegetative,5.1
19.9,47.1,2.2,9.1,25,Loam,Flowering,0.0
21.2,57.7,10.9,2.7,23,Loam,Fruiting,2.7
28.4,64.9,12.6,0.6,16,Clay,Fruiting,4.1
